sample_index,generation_index,cluster_family_index,ne_cluster,te_cluster,t_idx,t_s
2435,2435,2,2,2,6,0.1
2436,2436,0,0,0,6,0.1
2437,2437,9,9,9,6,0.1
2438,2438,0,0,0,6,0.1
2439,2439,2,2,2,6,0.1
2440,2440,3,3,3,6,0.1
2441,2441,3,3,3,6,0.1
2442,2442,5,5,5,6,0.1
2443,2443,9,9,9,6,0.1
2444,2444,8,8,8,6,0.1
2445,2445,3,3,3,6,0.1
2446,2446,9,9,9,6,0.1
2447,2447,1,1,1,6,0.1
2448,2448,1,1,1,6,0.1
2449,2449,2,2,2,6,0.1
2450,2450,7,7,7,6,0.1
2451,2451,0,0,0,6,0.1
2452,2452,4,4,4,6,0.1
2453,2453,5,5,5,6,0.1
2454,2454,2,2,2,6,0.1
2455,2455,1,1,1,6,0.1
2456,2456,5,5,5,6,0.1
2457,2457,0,0,0,6,0.1
2458,2458,8,8,8,6,0.1
2459,2459,9,9,9,6,0.1
2460,2460,3,3,3,6,0.1
2461,2461,4,4,4,6,0.1
2462,2462,8,8,8,6,0.1
2463,2463,9,9,9,6,0.1
2464,2464,2,2,2,6,0.1
2465,2465,4,4,4,6,0.1
2466,2466,3,3,3,6,0.1
2467,2467,3,3,3,6,0.1
2468,2468,5,5,5,6,0.1
2469,2469,4,4,4,6,0.1
2470,2470,1,1,1,6,0.1
2471,2471,9,9,9,6,0.1
2472,2472,5,5,5,6,0.1
2473,2473,1,1,1,6,0.1
2474,2474,2,2,2,6,0.1
2475,2475,1,1,1,6,0.1
2476,2476,6,6,6,6,0.1
2477,2477,4,4,4,6,0.1
2478,2478,8,8,8,6,0.1
2479,2479,4,4,4,6,0.1
2480,2480,5,5,5,6,0.1
2481,2481,0,0,0,6,0.1
2482,2482,7,7,7,6,0.1
2483,2483,6,6,6,6,0.1
2484,2484,0,0,0,6,0.1
2485,2485,3,3,3,6,0.1
2486,2486,0,0,0,6,0.1
2487,2487,7,7,7,6,0.1
2488,2488,6,6,6,6,0.1
2489,2489,3,3,3,6,0.1
2490,2490,6,6,6,6,0.1
2491,2491,4,4,4,6,0.1
2492,2492,0,0,0,6,0.1
2493,2493,2,2,2,6,0.1
2494,2494,6,6,6,6,0.1
2495,2495,3,3,3,6,0.1
2496,2496,2,2,2,6,0.1
2497,2497,9,9,9,6,0.1
2498,2498,3,3,3,6,0.1
2499,2499,5,5,5,6,0.1
